Date;Product Name;Category;Units Sold;Price;Revenue;Discount;Units Returned;Location;Platform
03/10/2022;Pre-Workout;Performance;164;3901;639764;22;1;UK;Walmart
03/10/2022;BCAA;Amino Acid;159;4682;744438;23;1;UK;Amazon
03/10/2022;Creatine;Performance;137;2232;305784;4;1;Canada;iHerb
03/10/2022;Zinc;Mineral;137;118;16166;21;1;Canada;Walmart
03/10/2022;Collagen Peptides;Protein;145;1351;195895;25;2;UK;Walmart
03/10/2022;Magnesium;Mineral;137;4817;659929;11;3;Canada;iHerb
03/10/2022;Ashwagandha;Herbal;135;1467;198045;5;0;USA;Walmart
03/10/2022;Melatonin;Sleep Aid;171;3137;536427;13;3;UK;Walmart
03/10/2022;Biotin;Vitamin;129;4233;546057;9;0;USA;Walmart
03/10/2022;Green Tea Extract;Fat Burner;153;1175;179775;19;2;Canada;iHerb
03/10/2022;Iron Supplement;Mineral;160;2021;32336;14;2;USA;Amazon
03/10/2022;Electrolyte Powder;Hydration;168;1976;331968;15;1;UK;Amazon
10/10/2022;Whey Protein;Protein;133;2293;304969;7;4;Canada;iHerb
10/10/2022;Vitamin C;Vitamin;146;2419;353174;3;0;USA;iHerb
10/10/2022;Fish Oil;Omega;128;1947;249216;9;2;UK;Amazon
10/10/2022;Multivitamin;Vitamin;147;349;51303;1;2;USA;Amazon
10/10/2022;Pre-Workout;Performance;128;426;54528;12;2;UK;Amazon
10/10/2022;BCAA;Amino Acid;171;3982;680922;13;5;UK;iHerb
10/10/2022;Creatine;Performance;141;2327;328107;5;3;Canada;iHerb
10/10/2022;Zinc;Mineral;135;238;32130;9;0;Canada;Walmart
10/10/2022;Collagen Peptides;Protein;153;4287;655911;0;0;Canada;Walmart
10/10/2022;Magnesium;Mineral;131;5074;664694;22;0;Canada;Walmart
10/10/2022;Ashwagandha;Herbal;153;2444;373932;1;1;USA;iHerb
10/10/2022;Melatonin;Sleep Aid;134;1764;236376;16;0;UK;iHerb
10/10/2022;Biotin;Vitamin;138;1389;191682;5;3;UK;Amazon
10/10/2022;Green Tea Extract;Fat Burner;146;3943;575678;6;3;UK;Amazon
10/10/2022;Iron Supplement;Mineral;150;303;45450;25;2;UK;iHerb
10/10/2022;Electrolyte Powder;Hydration;149;5401;804749;24;1;Canada;Amazon
17/10/2022;Whey Protein;Protein;162;3728;603936;4;1;USA;Walmart
17/10/2022;Vitamin C;Vitamin;173;4162;720026;15;0;Canada;iHerb
17/10/2022;Fish Oil;Omega;144;1936;278784;2;4;USA;Amazon
17/10/2022;Multivitamin;Vitamin;139;3275;455225;19;1;USA;Walmart
17/10/2022;Pre-Workout;Performance;180;3101;55818;24;2;USA;iHerb
17/10/2022;BCAA;Amino Acid;158;5873;927934;17;3;USA;Amazon
17/10/2022;Creatine;Performance;157;2452;384964;8;2;USA;Amazon
17/10/2022;Zinc;Mineral;142;2247;319074;2;0;UK;iHerb
17/10/2022;Collagen Peptides;Protein;163;1935;315405;14;1;USA;Walmart
17/10/2022;Magnesium;Mineral;143;1317;188331;25;0;USA;Walmart
17/10/2022;Ashwagandha;Herbal;156;423;65988;9;2;Canada;Walmart
17/10/2022;Melatonin;Sleep Aid;158;157;24806;16;1;Canada;iHerb
17/10/2022;Biotin;Vitamin;148;4524;669552;8;1;UK;iHerb
17/10/2022;Green Tea Extract;Fat Burner;125;3839;479875;9;2;Canada;Walmart
17/10/2022;Iron Supplement;Mineral;151;3557;537107;16;2;USA;Amazon
17/10/2022;Electrolyte Powder;Hydration;142;1783;253186;16;3;Canada;Amazon
24/10/2022;Whey Protein;Protein;147;4783;703101;21;3;USA;Amazon
24/10/2022;Vitamin C;Vitamin;154;1077;165858;3;0;Canada;iHerb
24/10/2022;Fish Oil;Omega;158;3482;550156;12;1;USA;Walmart
24/10/2022;Multivitamin;Vitamin;166;2762;458492;19;0;UK;iHerb
24/10/2022;Pre-Workout;Performance;156;5661;883116;22;1;USA;Walmart
24/10/2022;BCAA;Amino Acid;153;2289;350217;2;1;USA;Amazon
24/10/2022;Creatine;Performance;166;3809;632294;11;1;Canada;Walmart
24/10/2022;Zinc;Mineral;154;1306;201124;12;3;USA;Walmart
24/10/2022;Collagen Peptides;Protein;131;1768;231608;19;2;UK;Amazon
24/10/2022;Magnesium;Mineral;152;5442;827184;19;3;Canada;Walmart
24/10/2022;Ashwagandha;Herbal;162;329;53298;22;4;USA;iHerb
24/10/2022;Melatonin;Sleep Aid;181;5367;971427;1;0;USA;Walmart
24/10/2022;Biotin;Vitamin;129;2249;290121;12;2;UK;Walmart
24/10/2022;Green Tea Extract;Fat Burner;151;3697;558247;13;0;Canada;iHerb
24/10/2022;Iron Supplement;Mineral;131;2025;265275;22;3;Canada;Amazon
24/10/2022;Electrolyte Powder;Hydration;141;1877;264657;2;3;Canada;iHerb
31/10/2022;Whey Protein;Protein;165;4793;790845;2;0;Canada;Amazon
31/10/2022;Vitamin C;Vitamin;160;5978;95648;2;3;Canada;Walmart
31/10/2022;Fish Oil;Omega;149;5086;757814;23;1;Canada;iHerb
31/10/2022;Multivitamin;Vitamin;177;141;24957;11;3;USA;Walmart
31/10/2022;Pre-Workout;Performance;149;4648;692552;5;4;Canada;iHerb
31/10/2022;BCAA;Amino Acid;143;3112;445016;4;1;USA;Walmart
31/10/2022;Creatine;Performance;138;1935;26703;12;2;Canada;Amazon
31/10/2022;Zinc;Mineral;152;4183;635816;17;2;UK;iHerb
31/10/2022;Collagen Peptides;Protein;148;1349;199652;21;2;USA;Walmart
31/10/2022;Magnesium;Mineral;140;1063;14882;5;0;Canada;Amazon
31/10/2022;Ashwagandha;Herbal;161;5068;815948;0;1;USA;Walmart
31/10/2022;Melatonin;Sleep Aid;157;4249;667093;2;0;Canada;Walmart
31/10/2022;Biotin;Vitamin;149;1729;257621;5;0;USA;Amazon
31/10/2022;Green Tea Extract;Fat Burner;140;2976;41664;16;1;Canada;Amazon
31/10/2022;Iron Supplement;Mineral;161;1633;262913;1;3;Canada;Amazon
31/10/2022;Electrolyte Powder;Hydration;129;1111;143319;16;1;USA;Walmart
07/11/2022;Whey Protein;Protein;147;2484;365148;4;0;Canada;iHerb
07/11/2022;Vitamin C;Vitamin;134;2203;295202;8;4;Canada;Walmart
07/11/2022;Fish Oil;Omega;145;2623;380335;5;0;Canada;Amazon
07/11/2022;Multivitamin;Vitamin;121;3118;377278;5;1;UK;Walmart
07/11/2022;Pre-Workout;Performance;134;2358;315972;9;0;Canada;Amazon
07/11/2022;BCAA;Amino Acid;147;2644;388668;22;3;Canada;iHerb
07/11/2022;Creatine;Performance;156;1378;214968;12;5;UK;Amazon
07/11/2022;Zinc;Mineral;158;3616;571328;23;3;USA;Amazon
07/11/2022;Collagen Peptides;Protein;164;2523;413772;1;4;UK;iHerb
07/11/2022;Magnesium;Mineral;153;1746;267138;21;3;UK;iHerb
07/11/2022;Ashwagandha;Herbal;162;283;45846;8;0;Canada;iHerb
07/11/2022;Melatonin;Sleep Aid;164;4154;681256;13;2;Canada;Walmart
07/11/2022;Biotin;Vitamin;172;4867;837124;1;0;UK;iHerb
07/11/2022;Green Tea Extract;Fat Burner;147;4946;727062;13;0;USA;Walmart
07/11/2022;Iron Supplement;Mineral;162;3773;611226;2;2;USA;iHerb
07/11/2022;Electrolyte Powder;Hydration;139;4141;575599;18;2;UK;Walmart
14/11/2022;Whey Protein;Protein;187;5755;1076185;13;2;USA;Amazon
14/11/2022;Vitamin C;Vitamin;131;4847;634957;18;0;UK;Walmart
14/11/2022;Fish Oil;Omega;152;5979;908808;22;0;Canada;Walmart
14/11/2022;Multivitamin;Vitamin;145;3211;465595;16;1;Canada;Walmart
14/11/2022;Pre-Workout;Performance;143;1728;247104;21;1;UK;Amazon
14/11/2022;BCAA;Amino Acid;146;3483;508518;14;4;USA;Amazon
14/11/2022;Creatine;Performance;167;3366;562122;24;1;USA;iHerb
14/11/2022;Zinc;Mineral;145;1572;22794;19;2;Canada;iHerb
14/11/2022;Collagen Peptides;Protein;140;5927;82978;9;1;USA;Amazon
14/11/2022;Magnesium;Mineral;169;2074;350506;22;6;Canada;Walmart
14/11/2022;Ashwagandha;Herbal;130;2953;38389;13;3;Canada;iHerb
14/11/2022;Melatonin;Sleep Aid;139;3809;529451;0;1;USA;iHerb
14/11/2022;Biotin;Vitamin;128;120;15360;21;0;Canada;Amazon
14/11/2022;Green Tea Extract;Fat Burner;144;4731;681264;5;0;Canada;Walmart
14/11/2022;Iron Supplement;Mineral;158;483;76314;11;1;USA;iHerb
14/11/2022;Electrolyte Powder;Hydration;148;5511;815628;1;1;UK;iHerb
21/11/2022;Whey Protein;Protein;167;5662;945554;16;4;USA;Walmart
21/11/2022;Vitamin C;Vitamin;160;2156;34496;1;0;Canada;iHerb
21/11/2022;Fish Oil;Omega;150;5781;86715;11;2;Canada;iHerb
21/11/2022;Multivitamin;Vitamin;175;2043;357525;12;1;UK;Amazon
21/11/2022;Pre-Workout;Performance;146;5132;749272;11;1;UK;Walmart
21/11/2022;BCAA;Amino Acid;150;1756;26340;15;1;UK;Amazon
21/11/2022;Creatine;Performance;166;2645;43907;15;0;Canada;Walmart
21/11/2022;Zinc;Mineral;142;2768;393056;13;2;UK;Walmart
21/11/2022;Collagen Peptides;Protein;152;2539;385928;3;2;Canada;Walmart
21/11/2022;Magnesium;Mineral;165;3035;500775;12;2;USA;Amazon
21/11/2022;Ashwagandha;Herbal;156;4607;718692;2;1;USA;Walmart
21/11/2022;Melatonin;Sleep Aid;163;1745;284435;25;3;UK;iHerb
21/11/2022;Biotin;Vitamin;160;1919;30704;24;2;Canada;Amazon
21/11/2022;Green Tea Extract;Fat Burner;165;2676;44154;25;2;USA;iHerb
21/11/2022;Iron Supplement;Mineral;135;341;46035;1;1;Canada;Amazon
21/11/2022;Electrolyte Powder;Hydration;147;2775;407925;25;0;Canada;Walmart
28/11/2022;Whey Protein;Protein;153;4669;714357;25;3;Canada;Amazon
28/11/2022;Vitamin C;Vitamin;152;5175;78660;23;5;Canada;Walmart
28/11/2022;Fish Oil;Omega;136;1445;19652;7;2;USA;Amazon
28/11/2022;Multivitamin;Vitamin;165;4155;685575;13;2;Canada;Walmart
28/11/2022;Pre-Workout;Performance;146;4386;640356;17;1;UK;Walmart
28/11/2022;BCAA;Amino Acid;167;2906;485302;19;1;USA;iHerb
28/11/2022;Creatine;Performance;168;2847;478296;22;1;Canada;iHerb
28/11/2022;Zinc;Mineral;150;2383;35745;16;0;Canada;iHerb
28/11/2022;Collagen Peptides;Protein;167;1954;326318;17;2;USA;Amazon
28/11/2022;Magnesium;Mineral;137;3045;417165;17;2;Canada;Walmart
28/11/2022;Ashwagandha;Herbal;151;479;72329;15;2;Canada;Amazon
28/11/2022;Melatonin;Sleep Aid;144;4075;58680;21;1;USA;Amazon
28/11/2022;Biotin;Vitamin;139;2856;396984;17;1;UK;Amazon
28/11/2022;Green Tea Extract;Fat Burner;164;4423;725372;5;5;USA;Amazon
28/11/2022;Iron Supplement;Mineral;164;2651;434764;13;0;Canada;Amazon
28/11/2022;Electrolyte Powder;Hydration;151;3765;568515;16;1;Canada;Walmart
05/12/2022;Whey Protein;Protein;150;1543;23145;2;0;USA;Amazon
05/12/2022;Vitamin C;Vitamin;117;4825;564525;1;2;Canada;Walmart
05/12/2022;Fish Oil;Omega;151;4584;692184;3;2;UK;iHerb
05/12/2022;Multivitamin;Vitamin;136;4806;653616;24;1;UK;iHerb
05/12/2022;Pre-Workout;Performance;163;5036;820868;16;0;USA;Walmart
05/12/2022;BCAA;Amino Acid;143;2915;416845;5;2;Canada;Amazon
05/12/2022;Creatine;Performance;151;5571;841221;13;1;UK;Amazon
05/12/2022;Zinc;Mineral;149;128;19072;1;0;USA;Amazon
05/12/2022;Collagen Peptides;Protein;152;3668;557536;3;3;UK;iHerb
05/12/2022;Magnesium;Mineral;168;2717;456456;15;0;UK;Walmart
05/12/2022;Ashwagandha;Herbal;145;5578;80881;21;2;Canada;Amazon
05/12/2022;Melatonin;Sleep Aid;151;5662;854962;24;0;Canada;Amazon
05/12/2022;Biotin;Vitamin;136;3707;504152;0;0;UK;Amazon
05/12/2022;Green Tea Extract;Fat Burner;167;2786;465262;22;2;USA;iHerb
05/12/2022;Iron Supplement;Mineral;162;1567;253854;11;1;UK;Amazon
05/12/2022;Electrolyte Powder;Hydration;152;5957;905464;6;0;UK;Walmart
12/12/2022;Whey Protein;Protein;151;3199;483049;19;1;UK;Walmart
12/12/2022;Vitamin C;Vitamin;154;1125;17325;14;3;UK;Walmart
12/12/2022;Fish Oil;Omega;172;3294;566568;25;1;UK;Amazon
12/12/2022;Multivitamin;Vitamin;166;3571;592786;21;2;Canada;Amazon
12/12/2022;Pre-Workout;Performance;141;3399;479259;21;3;UK;Walmart
12/12/2022;BCAA;Amino Acid;153;4874;745722;18;1;UK;Walmart
12/12/2022;Creatine;Performance;130;3278;42614;9;2;Canada;Walmart
12/12/2022;Zinc;Mineral;156;5185;80886;7;0;USA;iHerb
12/12/2022;Collagen Peptides;Protein;147;5827;856569;2;4;UK;Walmart
12/12/2022;Magnesium;Mineral;135;3789;511515;7;2;UK;iHerb
12/12/2022;Ashwagandha;Herbal;141;3506;494346;6;2;Canada;Amazon
12/12/2022;Melatonin;Sleep Aid;148;2814;416472;0;1;UK;Amazon
12/12/2022;Biotin;Vitamin;144;254;36576;7;1;USA;Amazon
12/12/2022;Green Tea Extract;Fat Burner;134;4462;597908;16;2;Canada;iHerb
12/12/2022;Iron Supplement;Mineral;148;5052;747696;11;2;USA;Amazon
12/12/2022;Electrolyte Powder;Hydration;148;4801;710548;4;1;UK;iHerb
19/12/2022;Whey Protein;Protein;139;2152;299128;14;2;Canada;Walmart
19/12/2022;Vitamin C;Vitamin;161;5944;956984;15;1;Canada;Walmart
19/12/2022;Fish Oil;Omega;164;4746;778344;5;1;UK;iHerb
19/12/2022;Multivitamin;Vitamin;165;4417;728805;15;3;UK;iHerb
19/12/2022;Pre-Workout;Performance;142;1616;229472;17;2;UK;Amazon
19/12/2022;BCAA;Amino Acid;147;310;45570;5;1;USA;iHerb
19/12/2022;Creatine;Performance;146;4871;711166;15;0;Canada;iHerb
19/12/2022;Zinc;Mineral;173;1171;202583;2;1;UK;Walmart
19/12/2022;Collagen Peptides;Protein;153;3099;474147;22;1;UK;Amazon
19/12/2022;Magnesium;Mineral;171;3339;570969;2;3;UK;iHerb
19/12/2022;Ashwagandha;Herbal;128;3687;471936;4;0;UK;Amazon
19/12/2022;Melatonin;Sleep Aid;147;1803;265041;2;0;USA;Amazon
19/12/2022;Biotin;Vitamin;158;3263;515554;13;0;USA;iHerb
19/12/2022;Green Tea Extract;Fat Burner;127;3719;472313;18;1;USA;Walmart
19/12/2022;Iron Supplement;Mineral;146;4904;715984;9;2;UK;Amazon
19/12/2022;Electrolyte Powder;Hydration;150;5536;83040;23;1;USA;Amazon
26/12/2022;Whey Protein;Protein;150;5679;85185;11;0;USA;Walmart
26/12/2022;Vitamin C;Vitamin;148;3513;519924;14;1;UK;Amazon
26/12/2022;Fish Oil;Omega;160;2834;45344;19;1;USA;Walmart
26/12/2022;Multivitamin;Vitamin;138;2725;37605;3;6;USA;Walmart
26/12/2022;Pre-Workout;Performance;122;326;39772;8;1;UK;Amazon
26/12/2022;BCAA;Amino Acid;135;2662;35937;15;2;Canada;Walmart
26/12/2022;Creatine;Performance;167;4042;675014;1;2;Canada;Amazon
26/12/2022;Zinc;Mineral;160;1519;24304;1;2;Canada;Walmart
26/12/2022;Collagen Peptides;Protein;148;3057;452436;15;7;Canada;iHerb
26/12/2022;Magnesium;Mineral;150;1814;27210;1;2;UK;Walmart
26/12/2022;Ashwagandha;Herbal;151;4477;676027;19;1;USA;iHerb
26/12/2022;Melatonin;Sleep Aid;145;3264;47328;2;2;USA;Walmart
26/12/2022;Biotin;Vitamin;156;5696;888576;14;1;USA;Walmart
26/12/2022;Green Tea Extract;Fat Burner;146;4254;621084;4;0;UK;Amazon
26/12/2022;Iron Supplement;Mineral;157;3498;549186;19;2;Canada;Walmart
26/12/2022;Electrolyte Powder;Hydration;129;2097;270513;6;1;Canada;iHerb
02/01/2023;Whey Protein;Protein;150;1338;20070;4;5;UK;Walmart
02/01/2023;Vitamin C;Vitamin;149;5244;781356;13;2;Canada;iHerb
02/01/2023;Fish Oil;Omega;138;2362;325956;21;0;Canada;iHerb
02/01/2023;Multivitamin;Vitamin;160;5406;86496;8;2;UK;iHerb
02/01/2023;Pre-Workout;Performance;149;4227;629823;24;0;Canada;Walmart
02/01/2023;BCAA;Amino Acid;171;5037;861327;1;1;Canada;Walmart
02/01/2023;Creatine;Performance;166;3673;609718;1;0;UK;Walmart
02/01/2023;Zinc;Mineral;155;3913;606515;4;1;UK;iHerb
02/01/2023;Collagen Peptides;Protein;145;5352;77604;19;0;UK;Amazon
02/01/2023;Magnesium;Mineral;168;4719;792792;4;2;Canada;Amazon
02/01/2023;Ashwagandha;Herbal;140;1084;15176;4;0;Canada;Walmart
02/01/2023;Melatonin;Sleep Aid;140;446;62440;1;2;UK;Amazon
02/01/2023;Biotin;Vitamin;173;4072;704456;1;4;USA;Walmart
02/01/2023;Green Tea Extract;Fat Burner;151;2712;409512;2;1;UK;Amazon
02/01/2023;Iron Supplement;Mineral;156;2919;455364;3;1;USA;iHerb
02/01/2023;Electrolyte Powder;Hydration;131;1676;219556;15;1;UK;iHerb
09/01/2023;Whey Protein;Protein;139;3285;456615;1;1;USA;Amazon
09/01/2023;Vitamin C;Vitamin;150;3795;56925;17;0;USA;Walmart
09/01/2023;Fish Oil;Omega;149;1932;287868;14;3;Canada;iHerb
09/01/2023;Multivitamin;Vitamin;167;3096;517032;15;0;UK;Walmart
09/01/2023;Pre-Workout;Performance;160;5517;88272;0;1;USA;Walmart
09/01/2023;BCAA;Amino Acid;163;5472;891936;1;2;USA;Amazon
09/01/2023;Creatine;Performance;152;3568;542336;15;0;UK;Amazon
09/01/2023;Zinc;Mineral;141;3342;471222;21;1;Canada;Walmart
09/01/2023;Collagen Peptides;Protein;170;4854;82518;3;0;USA;Walmart
09/01/2023;Magnesium;Mineral;141;5097;718677;18;4;UK;iHerb
09/01/2023;Ashwagandha;Herbal;158;4495;71021;25;2;USA;Amazon
09/01/2023;Melatonin;Sleep Aid;133;5254;698782;24;0;UK;iHerb
09/01/2023;Biotin;Vitamin;150;2237;33555;15;1;USA;Amazon
09/01/2023;Green Tea Extract;Fat Burner;144;3646;525024;11;1;Canada;iHerb
09/01/2023;Iron Supplement;Mineral;143;1237;176891;5;2;UK;Walmart
09/01/2023;Electrolyte Powder;Hydration;161;1543;248423;19;1;UK;iHerb
16/01/2023;Whey Protein;Protein;178;2634;468852;7;2;USA;Walmart
16/01/2023;Vitamin C;Vitamin;129;1879;242391;19;1;USA;iHerb
16/01/2023;Fish Oil;Omega;147;2071;304437;14;4;USA;iHerb
16/01/2023;Multivitamin;Vitamin;128;2215;28352;6;1;UK;Amazon
16/01/2023;Pre-Workout;Performance;138;4184;577392;13;1;USA;Walmart
16/01/2023;BCAA;Amino Acid;138;3006;414828;2;2;UK;Amazon
16/01/2023;Creatine;Performance;134;5541;742494;13;3;Canada;Amazon
16/01/2023;Zinc;Mineral;125;3697;462125;22;0;UK;Walmart
16/01/2023;Collagen Peptides;Protein;140;5329;74606;23;5;UK;iHerb
16/01/2023;Magnesium;Mineral;181;1239;224259;4;1;UK;Walmart
16/01/2023;Ashwagandha;Herbal;137;5587;765419;12;0;USA;Walmart
16/01/2023;Melatonin;Sleep Aid;148;3888;575424;11;0;UK;iHerb
16/01/2023;Biotin;Vitamin;149;1779;265071;5;2;USA;iHerb
16/01/2023;Green Tea Extract;Fat Burner;141;2358;332478;1;1;Canada;iHerb
16/01/2023;Iron Supplement;Mineral;138;4206;580428;23;2;USA;Walmart
16/01/2023;Electrolyte Powder;Hydration;137;4209;576633;17;2;UK;Amazon
23/01/2023;Whey Protein;Protein;153;4183;639999;7;0;USA;iHerb
23/01/2023;Vitamin C;Vitamin;154;140;21560;0;2;Canada;Walmart
23/01/2023;Fish Oil;Omega;145;2876;41702;12;1;UK;iHerb
23/01/2023;Multivitamin;Vitamin;155;5819;901945;23;3;Canada;iHerb
23/01/2023;Pre-Workout;Performance;171;3682;629622;19;2;UK;iHerb
23/01/2023;BCAA;Amino Acid;168;5989;1006152;9;3;Canada;Amazon
23/01/2023;Creatine;Performance;157;2629;412753;2;3;UK;Walmart
23/01/2023;Zinc;Mineral;139;2961;411579;25;1;USA;Amazon
23/01/2023;Collagen Peptides;Protein;140;4269;59766;2;2;UK;Walmart
23/01/2023;Magnesium;Mineral;173;1338;231474;25;2;UK;iHerb
23/01/2023;Ashwagandha;Herbal;136;1856;252416;21;0;UK;iHerb
23/01/2023;Melatonin;Sleep Aid;140;3931;55034;2;2;USA;iHerb
23/01/2023;Biotin;Vitamin;139;4221;586719;4;4;UK;iHerb
23/01/2023;Green Tea Extract;Fat Burner;150;5686;85290;15;2;Canada;Amazon
23/01/2023;Iron Supplement;Mineral;151;1166;176066;7;1;UK;iHerb
23/01/2023;Electrolyte Powder;Hydration;128;2968;379904;7;0;Canada;iHerb
30/01/2023;Whey Protein;Protein;158;2975;47005;14;1;UK;Amazon
30/01/2023;Vitamin C;Vitamin;154;3443;530222;16;3;Canada;iHerb
30/01/2023;Fish Oil;Omega;146;3988;582248;23;1;USA;Walmart
30/01/2023;Multivitamin;Vitamin;143;1246;178178;3;0;UK;iHerb
30/01/2023;Pre-Workout;Performance;164;5308;870512;11;0;USA;iHerb
30/01/2023;BCAA;Amino Acid;146;4122;601812;17;1;UK;Amazon
30/01/2023;Creatine;Performance;164;515;84460;5;3;USA;iHerb
30/01/2023;Zinc;Mineral;143;5217;746031;24;2;Canada;Walmart
30/01/2023;Collagen Peptides;Protein;140;3333;46662;22;0;USA;Amazon
30/01/2023;Magnesium;Mineral;163;5043;822009;23;1;Canada;Amazon
30/01/2023;Ashwagandha;Herbal;145;3647;528815;17;2;UK;iHerb
30/01/2023;Melatonin;Sleep Aid;136;1979;269144;23;0;UK;Walmart
30/01/2023;Biotin;Vitamin;159;2589;411651;8;2;Canada;iHerb
30/01/2023;Green Tea Extract;Fat Burner;152;2537;385624;17;2;Canada;iHerb
30/01/2023;Iron Supplement;Mineral;135;3414;46089;9;1;Canada;Walmart
30/01/2023;Electrolyte Powder;Hydration;157;4547;713879;23;2;UK;Walmart
06/02/2023;Whey Protein;Protein;154;5322;819588;7;2;UK;iHerb
06/02/2023;Vitamin C;Vitamin;158;1302;205716;2;0;USA;iHerb
06/02/2023;Fish Oil;Omega;157;5312;833984;4;1;UK;Walmart
06/02/2023;Multivitamin;Vitamin;153;2704;413712;12;1;UK;iHerb
06/02/2023;Pre-Workout;Performance;148;3831;566988;6;5;Canada;iHerb
06/02/2023;BCAA;Amino Acid;150;3385;50775;22;0;UK;Walmart
06/02/2023;Creatine;Performance;156;1848;288288;2;1;USA;Amazon
06/02/2023;Zinc;Mineral;142;4193;595406;22;2;UK;Walmart
06/02/2023;Collagen Peptides;Protein;159;1274;202566;19;2;USA;Amazon
06/02/2023;Magnesium;Mineral;127;1412;179324;18;1;Canada;Walmart
06/02/2023;Ashwagandha;Herbal;179;403;72137;5;2;USA;Amazon
06/02/2023;Melatonin;Sleep Aid;158;5075;80185;21;0;Canada;Walmart
06/02/2023;Biotin;Vitamin;144;3493;502992;5;1;UK;Amazon
06/02/2023;Green Tea Extract;Fat Burner;147;5049;742203;1;0;UK;Amazon
06/02/2023;Iron Supplement;Mineral;145;4314;62553;21;2;UK;Walmart
06/02/2023;Electrolyte Powder;Hydration;146;1931;281926;7;2;Canada;Walmart
13/02/2023;Whey Protein;Protein;168;3326;558768;2;0;Canada;Amazon
13/02/2023;Vitamin C;Vitamin;145;4046;58667;0;5;USA;iHerb
13/02/2023;Fish Oil;Omega;145;3675;532875;3;2;UK;iHerb
13/02/2023;Multivitamin;Vitamin;158;3573;564534;2;2;UK;Walmart
13/02/2023;Pre-Workout;Performance;170;2318;39406;23;1;Canada;Walmart
13/02/2023;BCAA;Amino Acid;155;3982;61721;1;1;UK;iHerb
13/02/2023;Creatine;Performance;159;4218;670662;6;0;Canada;Walmart
13/02/2023;Zinc;Mineral;162;2534;410508;3;0;Canada;Walmart
13/02/2023;Collagen Peptides;Protein;144;5594;805536;22;3;UK;Walmart
13/02/2023;Magnesium;Mineral;169;2097;354393;2;1;Canada;Amazon
13/02/2023;Ashwagandha;Herbal;141;3575;504075;8;0;UK;Walmart
13/02/2023;Melatonin;Sleep Aid;148;3853;570244;22;0;Canada;Amazon
13/02/2023;Biotin;Vitamin;136;3317;451112;17;2;Canada;Walmart
13/02/2023;Green Tea Extract;Fat Burner;146;3755;54823;3;1;UK;iHerb
13/02/2023;Iron Supplement;Mineral;139;1556;216284;1;2;UK;Amazon
13/02/2023;Electrolyte Powder;Hydration;154;4302;662508;3;1;USA;iHerb
20/02/2023;Whey Protein;Protein;134;4735;63449;5;1;UK;iHerb
20/02/2023;Vitamin C;Vitamin;162;205;33210;2;2;Canada;iHerb
20/02/2023;Fish Oil;Omega;157;3818;599426;18;1;USA;Amazon
20/02/2023;Multivitamin;Vitamin;145;2544;36888;14;2;UK;iHerb
20/02/2023;Pre-Workout;Performance;147;5028;739116;18;1;UK;Walmart
20/02/2023;BCAA;Amino Acid;144;5381;774864;22;0;USA;iHerb
20/02/2023;Creatine;Performance;147;5888;865536;17;1;Canada;Amazon
20/02/2023;Zinc;Mineral;131;4763;623953;12;1;USA;Walmart
20/02/2023;Collagen Peptides;Protein;168;2245;37716;23;3;Canada;Amazon
20/02/2023;Magnesium;Mineral;163;1716;279708;1;1;USA;iHerb
20/02/2023;Ashwagandha;Herbal;160;4646;74336;6;1;USA;Walmart
20/02/2023;Melatonin;Sleep Aid;146;1548;226008;12;1;UK;Walmart
20/02/2023;Biotin;Vitamin;157;3721;584197;1;2;UK;Amazon
20/02/2023;Green Tea Extract;Fat Burner;124;4425;54870;5;2;Canada;iHerb
20/02/2023;Iron Supplement;Mineral;170;2526;42942;15;4;UK;Walmart
20/02/2023;Electrolyte Powder;Hydration;143;1047;149721;0;2;USA;Walmart
27/02/2023;Whey Protein;Protein;160;565;90400;3;1;USA;Walmart
27/02/2023;Vitamin C;Vitamin;169;4411;745459;13;0;UK;iHerb
27/02/2023;Fish Oil;Omega;142;5262;747204;18;2;UK;Amazon
27/02/2023;Multivitamin;Vitamin;150;1596;23940;1;0;Canada;Amazon
27/02/2023;Pre-Workout;Performance;139;3093;429927;1;1;Canada;iHerb
27/02/2023;BCAA;Amino Acid;152;5716;868832;2;3;USA;Walmart
27/02/2023;Creatine;Performance;145;3009;436305;2;2;UK;Amazon
27/02/2023;Zinc;Mineral;123;4615;567645;1;0;USA;iHerb
27/02/2023;Collagen Peptides;Protein;160;5613;89808;9;1;USA;iHerb
27/02/2023;Magnesium;Mineral;145;4755;689475;8;1;UK;iHerb
27/02/2023;Ashwagandha;Herbal;147;5589;821583;17;1;Canada;Walmart
27/02/2023;Melatonin;Sleep Aid;161;1303;209783;2;0;UK;Amazon
27/02/2023;Biotin;Vitamin;148;2565;37962;1;3;Canada;Walmart
27/02/2023;Green Tea Extract;Fat Burner;164;2334;382776;3;0;Canada;Walmart
27/02/2023;Iron Supplement;Mineral;132;3759;496188;2;0;Canada;Amazon
27/02/2023;Electrolyte Powder;Hydration;137;4079;558823;14;0;USA;Walmart
06/03/2023;Whey Protein;Protein;145;2132;30914;22;4;UK;iHerb
06/03/2023;Vitamin C;Vitamin;155;4214;65317;1;6;USA;iHerb
06/03/2023;Fish Oil;Omega;131;2264;296584;1;2;USA;iHerb
06/03/2023;Multivitamin;Vitamin;148;2672;395456;9;4;USA;Amazon
